,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
533,8.4,0.46,0.59,1.4,0.41,16.1,44.9,0.9988,3.3054781759517926,1.36,9.2,5.2
534,9.0,0.44,0.34,2.4,0.079,26.1,87.0,1.0082,3.35,0.61,9.7,6.1
535,7.2,0.58,0.54,2.1,0.115,3.0,8.9,1.0011,3.29,0.56,10.3,3.6
536,6.5,0.4,0.23,1.6,0.066,5.0,11.8,,3.41,0.57,9.3,4.6
537,8.8,0.46,0.31,2.5,0.126,24.1,63.7,0.9942,3.14,0.75,9.6,5.4
538,6.1,0.54,0.08,1.9,0.077,24.1,45.0,,3.444685060391542,0.69,10.3,5.8
539,6.5,0.79,0.0,2.2,0.065,28.0,51.8,1.0025,3.420475167445499,0.51,11.8,5.5
540,10.5,0.43,0.39,2.2,0.106,8.1,32.2,0.9943,2.92,0.5,9.6,4.5
541,8.5,0.59,0.18,2.1,0.078,5.0,29.7,1.002,3.18,0.47,9.8,6.0
542,7.3,0.53,0.14,2.1,0.064,14.5,29.1,0.9882,3.37,0.6,12.2,6.2
543,7.6,0.63,0.27,2.0,0.083,17.0,91.5,1.0006,3.27,0.58,9.7,6.2
544,6.4,0.55,0.28,2.1,0.048,13.0,48.6,0.9793,3.4,0.6,13.0,4.0
545,9.5,0.39,0.41,9.0,0.069,17.9,38.9,1.0044,3.32,0.81,11.0,7.5
546,9.3,0.38,0.48,3.8,0.134,3.0,11.0,0.9937,3.2,0.56,13.1,5.9
547,7.8,0.6,0.26,2.0,0.08,30.7,132.6,1.0029,3.2,0.51,9.9,5.0
548,8.7,0.54,0.26,2.5,0.09699999999999999,6.9,31.1,,3.22,0.6,9.2,5.7
549,7.3,0.39,0.32,1.8,0.064,34.2,59.2,0.9922,3.51,0.78,9.9,4.9
550,9.5,0.37,0.52,2.0,0.083,6.0,26.1,0.9939,3.15,0.52,9.5,4.5
551,7.3,0.59,0.3,2.4,0.07400000000000001,15.2,55.1,1.0082,3.41,0.59,10.2,5.4
552,7.5,0.53,0.06,1.7,0.073,9.0,38.8,,3.33,0.48,9.8,6.1
553,8.0,0.54,0.22,2.2,0.077,33.6,88.9,1.0065,3.3,0.46,9.5,6.5
554,7.2,0.45,0.15,2.0,0.078,10.0,27.8,1.0185,3.31,0.51,9.8,6.0
555,6.7,0.67,0.02,1.8,0.05,5.0,11.0,1.0001,3.44,0.53,9.5,4.8
556,8.3,0.31,0.4,2.2,0.057999999999999996,6.1,10.1,0.9915,3.32,0.67,11.1,8.4
557,10.1,0.31,0.35,1.6,0.07400000000000001,9.1,28.1,0.9929,3.21,0.83,11.0,7.6
558,6.2,0.39,0.08,1.7,0.066,3.0,20.2,0.9888,3.35,0.58,9.4,5.6
559,9.0,0.22,0.48,1.8,0.075,28.8,60.3,0.9958,3.42,0.53,9.5,6.6
560,6.3,0.62,0.31,1.7,0.09,15.2,64.4,0.9948,3.45,0.8,9.3,4.5
561,12.8,0.47,0.5,4.3,0.085,5.9,47.2,1.0091,3.27,0.68,12.8,6.0
562,11.3,0.42,0.52,3.0,0.08,29.1,55.9,1.0046,3.25,0.88,11.1,5.6
563,7.4,0.52,0.42,2.3,0.086,8.0,37.5,1.0022,3.62,0.61,10.7,7.2
564,9.7,0.32,0.55,2.0,0.07400000000000001,3.0,8.0,,3.226796023877151,0.73,11.7,6.5
565,7.8,0.65,0.0,5.6,0.086,5.0,18.0,1.0137,3.37,0.55,9.6,5.8
566,8.4,0.59,0.13,2.6,0.086,5.9,24.0,0.9989,3.29,0.59,9.1,4.7
567,8.8,0.41,0.41,6.2,0.077,24.9,41.7,1.0209,3.26,0.77,12.4,6.8
568,8.5,0.31,0.4,2.2,0.079,3.0,6.1,0.9991,3.33,0.67,11.8,6.5
569,8.1,0.7,0.23,2.0,0.099,13.9,80.6,1.0069,3.16,0.7,9.4,5.3
570,7.2,0.59,0.02,2.3,0.08199999999999999,23.8,92.8,0.982,3.61,0.53,9.7,5.4
571,10.2,0.26,0.48,1.9,0.067,6.0,10.1,0.986,3.24,0.87,11.0,5.8
572,6.4,0.67,0.0,4.3,0.057,11.1,20.3,0.9897,3.43,0.56,11.8,4.2
573,7.7,0.69,0.05,2.7,0.075,14.8,27.1,0.9934,3.22,0.63,9.2,6.2
574,6.3,0.5,0.13,2.3,0.076,29.2,40.3,0.9928,3.39,0.75,10.9,5.6
575,7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99,3.23,0.56,10.2,5.5
576,8.7,0.42,0.45,1.9,0.051,6.0,15.9,0.9901,3.4,0.69,12.3,5.6
577,6.5,0.98,0.0,1.8,0.081,5.1,16.0,0.9838,3.48,0.44,11.7,4.9
578,6.4,0.57,0.02,1.8,0.067,4.0,10.8,0.9793,3.43,0.68,9.5,4.9
579,7.8,0.18,0.34,2.7,0.066,14.9,58.3,,3.34,0.78,11.9,6.2
580,7.9,0.56,0.19,1.8,0.10400000000000001,12.0,47.3,1.0017,3.19,0.94,9.5,5.1
581,8.9,0.46,0.49,2.9,0.085,17.3,111.0,0.996,3.34,0.61,9.8,4.7
582,6.9,0.69,0.07,2.5,0.091,15.2,20.6,0.9953,3.3962652744994553,0.6,11.3,6.1
583,11.4,0.18,0.51,3.9,0.10300000000000001,4.0,22.7,,3.123903978856467,0.97,10.1,5.5
584,8.6,0.42,0.45,2.4,0.073,31.5,59.2,0.9922,3.35,0.77,12.0,6.9
585,8.9,0.42,0.21,2.5,0.092,33.0,86.8,,3.11,0.52,9.2,4.1
586,7.1,0.75,0.01,2.2,0.06,10.9,18.1,0.9979,3.41,0.4,12.8,6.0
587,7.7,0.41,0.14,3.0,0.08800000000000001,21.0,42.9,1.0108,3.29,0.57,10.4,6.7
588,9.7,0.41,0.46,2.1,0.075,5.0,16.2,0.9981,3.35,0.74,12.4,4.3
589,11.6,0.38,0.7,2.8,0.095,16.9,34.7,1.0169,3.08,0.62,10.8,5.8
590,6.3,0.88,0.0,2.2,0.162,6.0,12.0,0.9941,3.52,0.51,10.9,4.2
591,7.1,0.49,0.1,2.6,0.068,4.0,14.0,0.9912,3.32,0.46,10.4,5.2
592,7.2,0.61,0.02,1.9,0.095,9.9,30.7,0.9953,3.378107854789923,0.52,11.9,6.3
593,8.3,0.37,0.53,1.8,0.41700000000000004,9.0,26.1,0.9986,3.05,1.07,9.1,7.0
594,8.1,0.39,0.38,1.5,0.057999999999999996,9.9,29.3,,3.2,0.74,9.9,4.6
595,9.6,0.33,0.52,2.2,0.07400000000000001,12.9,25.3,,3.232848497113662,0.77,12.5,5.9
596,9.3,0.53,0.31,2.3,0.114,11.0,37.8,0.9855,3.23,0.56,10.8,4.4
597,8.1,0.26,0.34,2.5,0.07400000000000001,15.9,46.8,0.9773,3.42,0.77,11.3,6.0
598,11.3,0.36,0.48,3.1,0.09,5.0,20.9,1.0056,3.21,0.53,10.6,5.5
599,10.7,0.32,0.44,1.6,0.063,16.0,37.3,1.0058,3.166271291512043,0.78,10.1,5.0
600,8.6,0.36,0.33,2.2,0.08199999999999999,32.8,79.1,0.9923,3.24,0.71,11.1,6.9
601,8.9,0.94,0.05,1.8,0.075,5.0,18.9,0.9896,3.275215809769238,0.44,9.5,3.8
602,10.2,0.94,0.22,3.4,0.105,11.1,85.9,1.0185,3.41,0.64,11.2,4.0
603,8.8,0.45,0.43,1.4,0.075,11.9,21.2,1.0041,3.281268283005749,0.75,10.3,6.6
604,6.9,0.43,0.35,1.6,0.08900000000000001,13.9,36.3,0.9987,3.3962652744994553,0.56,9.3,5.2
605,6.9,0.56,0.0,2.8,0.081,20.9,40.8,0.9798,3.4,0.52,10.9,5.8
606,7.7,0.63,0.48,1.7,0.10099999999999999,13.9,96.3,1.0036,3.17,0.62,9.6,5.3
607,10.4,0.58,0.61,2.6,0.077,10.8,23.9,0.9875,3.15,0.69,9.3,4.9
608,8.7,0.38,0.36,2.9,0.081,29.7,119.0,1.0017,3.19,0.56,9.4,4.8
609,8.8,0.63,0.38,1.7,0.265,5.0,62.5,1.0074,2.96,1.1,9.3,5.5
610,8.2,0.56,0.26,2.2,0.059000000000000004,27.5,64.8,0.9740000000000001,3.39,0.43,10.1,5.2
611,11.8,0.39,0.66,3.0,0.094,12.1,30.0,1.0053,3.24,0.63,11.0,7.0
612,8.6,0.84,0.0,2.8,0.09300000000000001,16.8,43.1,1.0129,3.293373229478771,0.59,10.4,5.1
613,9.0,0.36,0.52,2.1,0.111,4.9,10.0,0.9991,3.3,0.62,11.4,6.2
614,7.4,0.64,0.17,5.4,0.16699999999999998,51.4,96.8,1.0032,3.29,0.5,9.4,3.8
615,7.6,0.41,0.15,3.6,0.10400000000000001,29.0,93.3,1.0027,3.08,0.57,9.2,5.0
616,8.0,0.7,0.05,1.9,0.07400000000000001,8.0,19.3,0.9808,3.33,0.96,10.5,6.0
617,7.0,0.43,0.3,2.0,0.085,6.1,39.0,0.9964,3.3902128012629444,0.46,11.9,4.0
618,6.5,0.37,0.25,1.9,0.073,20.7,49.3,1.0090000000000001,3.56,0.62,10.0,5.9
619,8.2,0.4,0.45,2.8,0.08900000000000001,10.9,42.8,1.0067,3.62,0.61,10.7,4.9
620,9.9,0.31,0.43,2.3,0.08,22.2,46.9,0.9968,3.31,0.67,9.6,5.6
621,7.2,0.45,0.2,1.6,0.049,23.8,64.2,0.9829,3.34,0.57,11.8,5.7
622,7.8,0.24,0.4,1.6,0.055999999999999994,11.2,25.3,0.9896,3.32,0.87,8.8,5.9
623,10.9,0.52,0.48,4.6,0.11599999999999999,10.1,17.1,1.0090000000000001,3.11,0.56,11.5,6.3
624,15.5,0.64,0.49,4.2,0.096,10.1,22.9,,2.89,0.74,11.0,5.3
625,9.9,0.34,0.39,1.4,0.065,3.0,6.9,0.9915,3.17,0.55,11.5,6.8
626,9.3,0.56,0.18,1.6,0.078,9.8,21.4,0.9978,3.251005916823195,0.49,9.8,4.1
627,7.8,0.4,0.12,1.7,0.09699999999999999,18.9,27.3,0.9788,3.13,0.5,9.3,4.9
628,9.3,0.61,0.26,3.4,0.08900000000000001,24.8,85.5,1.0134,3.28,0.62,9.8,5.1
629,9.1,0.27,0.42,2.0,0.09,6.0,16.3,1.0003,3.3,0.7,9.7,4.1
630,13.3,0.27,0.63,2.6,0.08199999999999999,5.9,21.0,0.9905,3.19,0.66,9.8,5.2
631,10.7,0.44,0.4,2.2,0.105,8.0,32.3,1.0109,2.9,0.5,9.7,5.0
632,8.1,0.35,0.33,2.4,0.075,10.8,47.1,0.9912,3.323635595661325,0.82,11.0,6.5
633,7.7,0.57,0.01,1.8,0.08800000000000001,12.2,17.8,0.9974,3.34,0.56,10.3,7.4
634,7.5,0.57,0.08,2.6,0.08800000000000001,14.2,26.9,0.9853,3.34,0.59,10.3,5.1
635,7.2,0.53,0.27,2.6,0.083,12.0,77.8,0.9973,3.4,0.71,11.3,4.1
636,8.9,0.3,0.42,2.0,0.068,10.0,23.8,1.0123,3.24,0.84,12.0,7.2
637,7.4,0.63,0.12,5.1,0.113,49.9,108.5,0.9958,3.26,0.76,9.3,4.1
638,5.7,0.67,0.0,2.2,0.086,3.0,10.9,0.9886,3.63,0.63,12.7,6.3
639,6.5,0.56,0.14,2.4,0.064,12.9,28.9,0.9781,3.47,0.63,11.4,5.9
640,7.0,0.77,0.18,2.4,0.242,5.6,47.4,1.0170000000000001,3.4,0.6,10.2,5.7
641,7.5,0.67,0.23,2.3,0.111,20.2,83.1,1.0001,3.26,0.61,9.3,5.5
642,7.8,0.59,0.26,2.0,0.08,31.2,133.1,0.9995,3.2,0.51,10.0,4.9
643,8.0,0.31,0.45,2.1,0.217,5.0,16.0,0.996,3.12,0.81,12.5,6.5
644,10.0,0.46,0.44,2.8,0.064,4.0,8.0,0.9837,3.35,0.62,12.3,6.5
645,7.6,0.23,0.37,1.8,0.046,22.6,61.8,1.0083,3.42,0.71,12.0,6.3
646,7.3,0.65,0.03,1.8,0.079,6.9,12.2,0.9766,3.32,0.4,9.5,5.3
647,13.2,0.38,0.55,2.7,0.081,5.0,16.1,,3.01,0.54,9.5,4.7
648,6.9,0.5,0.04,1.5,0.085,18.9,49.0,1.0057,3.39,0.78,9.4,5.4
649,7.9,0.41,0.68,1.7,0.46299999999999997,17.8,68.5,,3.08,1.3,9.2,4.0
650,10.8,1.02,0.42,2.9,0.076,25.8,87.8,1.006,3.07,0.57,10.1,5.7
651,6.8,0.77,0.02,2.3,0.063,35.0,63.3,1.013,3.59,0.78,9.9,4.1
652,12.0,0.44,0.66,3.1,0.107,10.0,23.1,0.9877,3.17,0.86,10.4,7.8
653,7.3,0.36,0.48,2.5,0.08800000000000001,38.7,105.6,0.9972,3.31,0.79,11.0,4.1
654,7.8,0.32,0.44,2.7,0.10300000000000001,8.0,17.0,,3.39,0.79,11.1,7.6
655,5.2,0.32,0.25,1.8,0.102,13.2,49.3,0.9938,3.36,0.55,9.2,4.4
656,8.2,0.56,0.23,3.5,0.078,14.2,104.3,0.9931,3.21,0.62,9.3,5.2
657,7.1,0.57,0.05,2.3,0.081,15.7,36.5,0.9934,3.36,0.6,10.4,6.5
658,7.4,0.39,0.48,2.0,0.083,14.1,68.0,1.0,3.37,0.54,9.1,4.9
659,10.0,0.5,0.35,2.3,0.095,9.9,44.8,0.9933,3.28,0.6,9.7,6.2
660,9.9,0.63,0.24,2.4,0.077,6.2,32.6,0.9845,3.1,0.58,9.4,6.2
661,6.5,0.65,0.21,1.8,0.08199999999999999,14.0,30.7,1.0089,3.53,0.66,9.7,5.1
662,6.7,0.45,0.24,1.7,0.076,17.5,34.1,,3.42,0.6,10.8,6.3
663,7.1,0.69,0.13,2.0,0.075,12.1,19.8,1.0004,3.26,0.54,10.0,4.8
664,10.0,0.56,0.24,2.2,0.08,18.6,57.9,0.9884,3.14,0.55,10.1,6.7
665,8.1,0.37,0.44,1.9,0.099,6.0,15.1,0.9940000000000001,3.323635595661325,0.64,11.5,6.2
666,8.6,0.46,0.27,2.3,0.055,13.9,28.2,0.9848,3.2,0.79,11.2,4.5
667,8.5,0.84,0.0,1.4,0.065,23.8,32.7,0.9946,3.31,0.55,9.6,5.8
668,5.1,0.42,0.24,2.0,0.059000000000000004,19.2,50.5,1.0096,3.77,0.75,13.9,7.7
669,12.6,0.59,0.46,2.3,0.08199999999999999,11.1,22.1,1.0024,2.98,0.7,9.2,6.0
670,9.9,0.74,0.19,5.9,0.111,32.6,77.0,0.9901,3.11,0.55,9.5,5.3
671,7.5,0.61,0.03,1.8,0.095,24.9,99.8,1.0068,3.36,0.54,10.1,3.0
672,7.3,0.67,0.16,1.8,0.078,12.1,39.8,0.9949,3.48,0.7,10.0,5.3
673,7.9,0.25,0.43,1.7,0.068,22.0,51.5,1.0008,3.4,0.6,11.9,5.6
674,8.4,0.34,0.44,1.7,0.079,6.1,12.0,0.9852,3.53,0.62,10.8,4.9
675,10.0,0.71,0.55,1.7,0.135,24.2,52.4,1.0017,3.41,0.93,10.0,4.0
676,7.0,0.66,0.02,2.1,0.066,8.0,25.4,0.9836,3.3902128012629444,0.66,9.6,6.4
677,9.1,0.59,0.3,2.0,0.069,31.7,73.0,1.0090000000000001,3.32,0.56,9.8,5.4
678,7.4,0.41,0.24,1.8,0.066,17.8,47.0,0.9823,3.32,0.63,10.3,4.8
679,8.2,0.86,0.14,2.4,0.092,13.0,54.2,1.0056,3.36,0.53,10.3,5.1
680,8.2,0.37,0.43,2.3,0.063,12.1,18.9,1.0002,3.3175831224248142,0.8,11.1,7.7
681,7.7,0.69,0.02,1.3,0.07200000000000001,9.0,20.2,0.9861,3.1,1.08,9.3,4.9
682,7.2,0.69,0.13,2.0,0.076,12.1,19.9,0.9745,3.28,0.54,10.2,4.8
683,11.6,0.28,0.47,1.7,0.054000000000000006,17.1,31.9,0.9829,3.16,0.67,10.4,7.0
684,6.9,0.56,0.03,1.7,0.084,17.7,35.2,0.9889,3.45,0.63,9.9,5.8
685,7.8,0.39,0.29,1.8,0.158,1.0,43.1,,3.31,0.92,9.4,6.1
686,7.9,0.56,0.12,2.0,0.08199999999999999,6.9,28.7,0.9921,3.34,0.51,9.5,6.3
687,7.1,0.35,0.21,2.4,0.086,23.9,69.2,0.9951,3.41,0.53,9.8,5.2
688,9.7,0.29,0.41,1.5,0.07200000000000001,14.0,21.1,0.991,3.17,0.51,10.8,6.0
689,11.5,0.45,0.5,3.0,0.078,19.1,46.4,1.0105,3.26,1.13,10.9,6.9
690,8.0,0.57,0.22,2.1,0.077,11.9,65.8,0.9946,3.32,0.51,9.1,4.7
691,9.8,0.66,0.4,3.2,0.08199999999999999,21.0,58.1,1.001,3.35,0.71,11.6,6.3
692,6.6,0.54,0.13,2.0,0.075,15.2,35.7,1.0042,3.6,0.64,9.9,4.8
693,6.3,0.57,0.23,2.5,0.044000000000000004,16.0,69.3,0.9763,3.45,0.67,12.5,7.1
694,5.4,0.75,0.09,1.7,0.08900000000000001,16.2,25.8,1.0028,3.63,0.57,11.8,5.4
695,9.3,0.44,0.45,1.9,0.087,9.1,22.1,,3.24,0.56,9.4,5.6
696,8.8,0.78,0.22,2.3,0.063,9.0,42.3,0.9989,3.1,0.56,9.4,5.1
697,10.5,0.42,0.64,3.0,0.114,12.0,29.3,1.0098,3.1783762379850646,0.75,11.6,7.9
698,6.5,0.4,0.1,2.0,0.077,30.3,46.6,0.991,3.4,0.48,9.3,5.6
699,10.5,0.28,0.39,15.5,0.069,6.1,22.5,1.014,3.15,0.66,9.2,4.8
700,9.5,0.45,0.49,6.3,0.063,5.1,17.1,0.9946,3.19,0.73,11.1,6.3
701,9.6,0.59,0.31,2.2,0.091,25.9,62.1,1.0148,3.14,0.63,10.2,6.4
702,7.7,0.59,0.14,2.4,0.087,3.0,15.0,,3.39,0.6,10.8,6.5
703,5.8,1.12,0.09,1.5,0.17300000000000001,6.9,18.8,0.9967,3.44,0.49,9.9,2.8
704,7.1,0.22,0.3,1.8,0.065,16.0,20.2,0.9952,3.57,0.81,10.2,6.0
705,7.5,0.35,0.61,2.6,0.073,23.0,44.0,,3.3599504350803904,0.79,11.0,5.6
706,6.4,0.88,0.03,5.6,0.079,22.9,46.4,0.9925,3.58,0.51,11.1,4.2
707,7.7,0.57,0.08,2.5,0.113,13.9,45.7,1.0021,3.27,0.67,9.4,5.5
708,10.0,0.44,0.49,2.7,0.076,10.9,18.9,1.0071,3.24,0.63,11.6,6.8
709,9.1,0.32,0.57,2.0,0.073,26.8,64.7,1.0108,3.2631108632962165,0.8,10.8,4.9
710,6.0,0.65,0.02,2.4,0.07,26.1,45.1,,3.5,0.45,11.0,4.5
711,9.6,0.25,0.46,1.7,0.063,26.2,42.6,1.0151,3.15,0.83,10.7,6.6
712,5.2,0.5,0.26,2.3,0.08900000000000001,22.7,74.0,1.0085,3.68,0.61,12.3,4.9
713,11.9,0.4,0.52,2.0,0.092,15.1,53.7,0.9804,3.0936416126739124,0.66,10.5,5.2
714,10.1,0.38,0.49,2.4,0.105,6.0,12.9,1.0005,3.18,0.65,11.6,7.2
715,10.5,0.59,0.49,2.1,0.07,14.2,46.9,0.991,3.33,0.56,9.7,4.8
716,8.7,0.71,0.0,1.7,0.069,7.9,18.9,1.0021,3.31,0.52,9.9,6.4
717,8.6,0.61,0.14,2.4,0.067,9.9,42.0,0.9912,3.293373229478771,0.59,9.5,4.8
718,7.6,0.42,0.4,2.7,0.08199999999999999,6.0,11.1,0.9909,3.45,0.53,11.9,6.6
719,8.8,0.3,0.38,2.3,0.06,19.0,72.2,0.9835,3.35,0.73,11.9,6.9
720,7.2,0.36,0.45,2.1,0.075,24.1,44.2,0.9832,3.36,0.85,10.9,8.6
721,7.9,0.58,0.16,2.0,0.11900000000000001,3.0,6.9,1.0068,3.28,0.58,11.3,5.9
722,11.1,0.31,0.53,2.2,0.061,3.0,10.0,0.9690000000000001,3.07,0.83,10.8,6.3
723,9.8,1.24,0.34,2.0,0.08,32.1,150.1,0.9888,3.15,0.54,9.3,4.6
724,7.4,1.17,0.0,4.2,0.099,5.1,14.2,1.0041,3.65,0.54,10.8,3.4
725,8.8,0.48,0.54,4.0,0.10099999999999999,3.0,10.0,1.0025,3.27,0.59,12.0,7.3
726,6.9,0.64,0.12,3.8,0.09699999999999999,16.0,128.3,1.0175,3.22,0.62,9.4,5.4
727,7.6,0.41,0.33,2.4,0.078,6.0,22.9,0.9690000000000001,3.29,0.59,11.1,5.6
728,10.2,0.29,0.49,2.6,0.057999999999999996,5.0,12.9,1.0005,3.0,0.74,10.6,7.0
729,6.5,0.54,0.06,2.0,0.064,28.8,43.4,0.998,3.42,0.83,10.3,6.0
730,6.7,0.63,0.0,2.7,0.124,14.7,32.5,1.0014,3.39,0.64,11.2,5.7
731,7.7,1.61,0.0,2.1,0.138,5.0,9.0,0.9855,3.52,0.4,11.0,2.9
732,6.9,0.58,0.06,6.0,0.06,11.0,18.0,0.9907,3.41,0.59,10.6,8.2
733,6.6,0.49,0.02,2.2,0.081,35.9,111.1,0.9909,3.16,0.53,9.6,5.7
734,6.5,0.39,0.23,8.3,0.05,28.3,90.7,0.9923,3.45,0.55,12.2,6.3
735,7.7,0.54,0.26,1.9,0.08900000000000001,22.8,146.6,0.9969,3.23,0.6,9.9,4.2
736,9.0,0.32,0.31,2.0,0.087,12.0,19.0,0.9740000000000001,3.12,0.56,10.3,5.2
737,8.6,0.52,0.09,2.5,0.091,20.1,49.2,1.0176,3.36,0.86,10.6,6.7
738,9.6,0.38,0.31,2.5,0.09699999999999999,16.3,48.8,0.9973,3.2,0.7,9.9,6.7
739,9.3,0.27,0.54,2.4,0.07400000000000001,6.0,18.2,,3.2,1.13,12.0,7.5
740,13.2,0.46,0.51,2.2,0.07,11.9,35.5,1.0032,3.0149594605992713,0.56,9.1,6.3
741,8.5,0.47,0.27,1.9,0.057999999999999996,17.9,38.1,0.9964,3.14,0.86,11.1,5.2
742,7.0,0.27,0.6,2.1,0.07400000000000001,17.0,24.6,0.9995,3.41,0.72,10.6,4.2
743,6.8,0.52,0.09,2.1,0.062,4.0,9.0,0.9962,3.29,0.54,10.5,3.7
744,7.8,0.52,0.25,1.9,0.081,14.1,38.3,1.0151,3.4,0.65,9.0,6.1
745,6.4,0.3,0.48,1.8,0.068,18.0,61.0,1.002,3.4265276406820098,0.78,10.3,5.3
746,5.0,0.46,0.02,1.3,0.034,18.1,44.3,0.9786,3.95,0.62,12.8,5.8
747,9.5,0.27,0.53,2.4,0.073,6.0,18.2,0.9938,3.2,1.13,11.9,6.2
748,8.0,0.6,0.08,2.6,0.055999999999999994,3.0,7.0,0.9994,3.24,0.37,12.9,5.0
749,6.7,0.61,0.01,1.9,0.079,8.0,25.2,1.0098,3.74,0.73,10.2,5.0
750,11.5,0.53,0.7,4.3,0.124,6.0,15.2,0.9844,3.04,0.83,11.5,7.4
751,9.9,0.35,0.42,2.3,0.085,11.2,61.6,1.021,3.22,0.5,9.5,5.2
752,9.6,0.32,0.47,1.4,0.055999999999999994,9.0,23.9,1.0029,3.26,0.8,10.4,6.5
753,7.7,0.96,0.2,2.0,0.048,15.0,60.7,1.0033,3.36,0.44,10.9,4.7
754,10.0,0.49,0.2,11.0,0.07,12.9,49.7,0.9913,3.16,0.7,9.3,6.1
755,8.2,0.86,0.0,3.3,0.096,26.0,61.5,0.9966,3.57,0.72,9.8,4.3
756,8.5,0.39,0.4,6.2,0.049,3.1,10.0,0.9916,3.26,0.57,12.0,4.8
757,6.8,0.58,0.2,1.7,0.057999999999999996,8.0,21.8,0.9934,3.4,0.49,11.8,4.7
758,5.9,0.54,0.1,2.2,0.062,38.7,49.9,0.9935,3.55,0.77,11.2,6.5
759,5.2,0.64,0.0,2.1,0.079,15.0,27.3,0.9891,3.8,0.61,12.6,5.2
760,7.2,0.6,0.26,2.0,0.079,17.1,104.6,,3.24,0.51,9.9,4.9
761,10.6,0.26,0.47,1.9,0.078,6.0,24.2,0.9956,3.18,1.04,10.9,6.7
762,5.1,1.05,0.24,1.6,0.05,32.2,96.0,0.9998,3.69,0.61,11.4,4.7
763,6.6,0.44,0.15,2.1,0.077,21.4,51.6,1.0,3.29,0.62,9.3,4.9
764,10.7,0.83,0.37,2.6,0.086,25.9,70.9,0.9864,3.11,0.52,10.1,4.7
765,7.8,0.5,0.31,1.9,0.077,8.0,21.8,0.9905,3.31,0.56,10.3,6.3
766,7.3,0.64,0.07,2.6,0.075,16.1,86.2,,3.49,0.54,9.8,5.9
767,11.7,0.4,0.64,2.1,0.067,7.0,27.0,0.9862,3.105746559146934,0.68,11.5,6.2
768,4.9,0.38,0.01,1.6,0.048,25.5,60.0,0.9964,3.69,0.75,14.0,4.7
769,11.4,0.36,0.65,2.4,0.12300000000000001,3.0,7.8,0.9805,3.24,0.53,12.1,5.8
770,10.4,0.24,0.49,1.8,0.075,5.9,19.7,0.996,3.14,1.05,11.0,5.8
771,9.2,0.53,0.24,2.6,0.077,28.3,139.1,0.9988,3.19,0.57,9.3,5.8
772,12.3,0.34,0.5,2.4,0.066,10.1,20.9,1.0158,3.11,1.18,9.2,6.8
773,5.9,0.31,0.47,3.6,0.067,17.7,42.2,1.0008,3.38,0.65,11.0,6.9
774,8.9,0.77,0.0,2.6,0.094,11.0,28.0,1.0075,3.37,0.86,9.4,5.8
775,10.4,0.53,0.48,2.5,0.064,6.0,25.1,,3.15,0.58,9.4,6.1
776,8.0,0.41,0.32,2.5,0.081,26.1,124.7,0.9925,3.329688068897836,1.09,9.6,5.8
777,8.3,0.31,0.49,3.8,0.08900000000000001,10.9,24.3,0.9985,3.28,0.64,12.2,7.5
778,8.8,0.49,0.41,3.3,0.092,25.8,51.6,0.9958,3.28,0.52,10.5,6.7
779,7.0,0.57,0.28,4.7,0.085,12.1,68.3,0.9909,3.31,0.7,11.0,6.3
780,10.7,0.35,0.52,2.6,0.07,4.9,16.0,0.9948,3.2,0.65,11.1,6.8
781,10.3,0.24,0.46,1.8,0.07400000000000001,6.0,21.1,1.0073,3.1904811844580863,1.02,10.5,5.7
782,8.3,0.61,0.3,2.1,0.084,11.0,50.1,1.0069,3.3115306491883034,0.61,10.2,6.7
783,7.3,0.72,0.05,4.7,0.087,4.0,10.9,0.9889,3.38,0.4,10.9,5.3
784,7.0,0.44,0.0,1.4,0.07,32.0,37.8,1.0042,3.36,0.58,11.4,5.2
785,8.8,0.7,0.24,2.5,0.22699999999999998,4.9,15.1,1.0024,3.281268283005749,0.6,8.9,6.2
786,6.3,0.55,0.15,1.8,0.077,26.1,34.9,1.0035,3.31,0.8,11.7,5.7
787,6.8,0.65,0.02,2.1,0.079,8.1,14.9,0.9765,3.34,0.62,10.4,5.7
788,8.4,0.68,0.19,2.2,0.09300000000000001,11.0,76.6,1.0069,3.21,0.59,9.1,3.7
789,7.7,0.63,0.05,2.3,0.078,6.1,17.8,0.9995,3.24,0.63,9.1,5.0
790,7.7,0.57,0.01,1.8,0.08800000000000001,12.0,18.2,1.0013,3.29,0.57,10.4,7.3
791,7.2,0.88,0.05,5.6,0.08199999999999999,3.1,14.0,0.9938,3.44,0.52,10.2,3.6
792,6.8,0.52,0.25,2.6,0.08199999999999999,10.0,37.3,1.0086,3.47,0.51,11.1,4.9
793,9.8,0.5,0.49,2.6,0.251,5.1,20.0,,3.3,0.79,10.7,6.6
794,11.7,0.33,0.49,3.4,0.091,54.4,80.6,1.0147,3.31,0.76,10.7,6.1
795,12.8,0.59,0.49,2.8,0.076,5.0,19.2,1.0,3.14,0.57,11.3,5.1
796,8.9,0.47,0.24,2.8,0.094,35.0,106.5,0.9878,3.1,0.53,9.2,5.6
797,6.9,0.55,0.13,2.2,0.075,14.9,35.4,0.9843,3.41,0.59,9.7,6.6
